NAME,state,long_commute,college_rate,mobility_index
"Naugatuck Valley Planning Region, Connecticut",09,0.0856703383943634,0.18845100473513796,15629.937881727607
"Northeastern Connecticut Planning Region, Connecticut",09,0.10403157597970115,0.1428322692977365,11872.07539175856
"Northwest Hills Planning Region, Connecticut",09,0.11123088593444325,0.21922132585057874,19285.119256401264
"South Central Connecticut Planning Region, Connecticut",09,0.06420341170238612,0.20596394247774197,17222.08697816135
"Southeastern Connecticut Planning Region, Connecticut",09,0.07070225740015346,0.1923288918105737,15449.779879143385
"Western Connecticut Planning Region, Connecticut",09,0.15707236842105263,0.2955559800231076,35150.47270414819
"Kent County, Delaware",10,0.11177072936784664,0.15854443005919666,10983.641025641027
"New Castle County, Delaware",10,0.06520172177177973,0.21895539713167925,18678.865973906424
"Sussex County, Delaware",10,0.08149231575270695,0.18207873496952726,13729.829089112172
"District of Columbia, District of Columbia",11,0.08390578999018646,0.2576579253646336,26209.47948394126
"Alachua County, Florida",12,0.03444542775395878,0.23720045824426308,13654.681579289248
"Baker County, Florida",12,0.1253688719657306,0.0851436766346205,5778.871620544963
"Bay County, Florida",12,0.06210349742076254,0.17162881627039014,11327.33024502948
"Bradford County, Florida",12,0.1596725727903844,0.07950766787433619,4353.760385130776
"Brevard County, Florida",12,0.06821281256163113,0.20053289320627005,14299.599548752705
"Broward County, Florida",12,0.08987268511779509,0.2163501411801285,15216.121779339617
"Calhoun County, Florida",12,0.13438005079658277,0.07654787975313558,3178.727254628708
"Charlotte County, Florida",12,0.08541087142882135,0.15739754514100224,9784.460996145262
"Citrus County, Florida",12,0.09334724153917479,0.12160087896463137,6392.436606291706
"Clay County, Florida",12,0.11917756761534382,0.18515810276679842,15227.772687747036
"Collier County, Florida",12,0.05948595559811074,0.22806013326386795,18703.439589103076
"Columbia County, Florida",12,0.08368996671421779,0.1091745390041665,5840.947011261912
"DeSoto County, Florida",12,0.13715446436456769,0.07833106865957958,3524.898089681081
"Dixie County, Florida",12,0.043817527010804325,0.052799744388529433,2378.998082913971
"Duval County, Florida",12,0.040616767144542675,0.21449931278368714,14066.65043304142
"Escambia County, Florida",12,0.053855961702427235,0.1763897226282724,10873.015282251967
"Flagler County, Florida",12,0.0970263717777448,0.1850020919120076,12811.579866998438
"Franklin County, Florida",12,0.03960905349794239,0.11541632316570487,6706.496290189612
"Gadsden County, Florida",12,0.053702959689299584,0.12614911505872345,5767.6636895998945
"Gilchrist County, Florida",12,0.10253521126760563,0.09957347809228383,5658.063745637844
"Glades County, Florida",12,0.26511199754525927,0.09530776465670394,3547.4503082871774
